OFFICE TYPE,SITE NAME,ALTERNATIVE NAME,ADDRESS,SUBURB,STATE,POSTCODE,LATITUDE,LONGITUDE,Open,Close,Closed for lunch/Office Notes
Agent,Mornington Island,Gununa,306 Lardil Street,Gununa,QLD,4892,-16.66234,139.18265,,,
Agent,Mortlake,,103 Dunlop St,Mortlake,VIC,3272,-38.08090,142.80670,,,
Agent,Mount Beauty,,1 Tennis Court Avenue,Mount Beauty,VIC,3699,-36.74090,147.17390,,,
Agent,Mount Magnet,Budemia,71 Hepburn Street,Mount Magnet,WA,6638,-28.06250,117.84990,,,
Agent,Mount Morgan,,1 Cornes Street,Mount Morgan,QLD,4714,-23.64239,150.38975,,,
Agent,Mt Barker,,1 Lowood Road,Mount Barker,WA,6324,-34.62280,117.66060,,,
Agent,Mt Liebig,Amunturrunga,"Lot 86, Mt Liebig Community Via",Alice Springs,NT,872,-23.26798,131.27179,,,
Agent,Mulan,,Lake Gregory Access Road,Sturt Creek,WA,6770,-20.10202,127.59507,,,
Agent,Mulga Queen,,Mulga Queen Community,Bandya,WA,6440,-27.55619,122.04144,,,
Agent,Mullewa,,25 Jose Street,Mullewa,WA,6630,-28.53977,115.50680,,,
Agent,Mundubbera,,51 Lyons Street,Mundubbera,QLD,4626,-25.59117,151.29957,,,
Agent,Mungindi,,153 St George Street,Mungindi,NSW,2406,-28.98107,148.99300,,,
Agent,Murgon,,21 Taylor Street East,Murgon,QLD,4605,-26.24678,151.94432,,,
Agent,Murray Upper,Jumbun,183 Murray Falls Road,Murray Upper,QLD,4854,-18.12891,145.79789,,,
Agent,Murrin Bridge,,23 Nyampa St,Murrin Bridge,NSW,2672,-33.21345,146.37264,,,
Agent,Murrurundi,,113 Mayne Street,Murrurundi,NSW,2338,-31.76350,150.83570,,,
Agent,Mutitjulu,,Mutitjulu Community Via,Alice Springs,NT,872,-25.35088,131.06777,,,
Agent,Naracoorte,,71 - 73 Smith Street,Naracoorte,SA,5271,-36.95617,140.74058,,,
Agent,Narrandera,,84 Audley Street,Narrandera,NSW,2700,-34.74400,146.55100,,,
Agent,Narrogin,,13 Clayton Street,Narrogin,WA,6312,-32.93450,117.17900,,,
Agent,Narromine,,13 Burraway St,Narromine,NSW,2821,-32.23472,148.24934,,,
Agent,New Mapoon,,42 Langhie-Draha Street,New Mapoon,QLD,4876,-10.86628,142.38639,,,
Agent,New Norfolk,,14 Bathurst St,New Norfolk,TAS,7140,-42.78020,147.06310,,,
Agent,Ngallagunda,Gibb River Station,Gibb River Road,Gibb,WA,6743,-16.42672,126.43234,,,
Agent,Ngukurr,Yugal Mangi,Lot 293 Ngukurr Community,Ngukurr,NT,852,-14.73202,134.73429,,,
Agent,Nhill,,47 Nelson Street,Nhill,VIC,3418,-36.33240,141.65050,,,
Agent,Nimbin,,71 Cullen Street,Nimbin,NSW,2480,-28.59730,153.22500,,,
Agent,Norseman,,88 - 92 Prinsep Street,Norseman,WA,6443,-32.19700,121.78060,,,
Agent,Nubeena,,1614 Nubeena Rd,Nubeena,TAS,7184,-43.10510,147.74370,,,
Agent,Nullagine,Irrungadji,39 Gallop Road,Nullagine,WA,6758,-21.88857,120.10955,,,
Agent,Numbulwar,(rose River),Lot 93-95,Numbulwar,NT,822,-14.27847,135.73775,,,
Agent,Nyirripi,(waite Creek),"Lot 56 Power House Rd, Nyirripi Community Via",Alice Springs,NT,872,-22.65207,130.55217,,,
Agent,Nyngan,,88 Pangee Street,Nyngan,NSW,2825,-31.56330,147.19650,,,
Agent,Oak Valley,,Maralinga Lands,Ceduna,SA,5690,-29.40224,130.74098,,,
Agent,Oberon,,12 Ross Street,Oberon,NSW,2787,-33.70600,149.86160,,,
Agent,Omeo,,179 Day Ave,Omeo,VIC,3898,-37.09980,147.59270,,,
Agent,Onslow,,453a Beadon Creek Road,Onslow,WA,6710,-21.64674,115.12433,,,
Agent,Orbost,,21 Ruskin Street,Orbost,VIC,3888,-37.69220,148.46010,,,
Agent,Palumpa,Nganmarriyanga,"Palumpa Station, Lot 27",Winnellie,NT,822,-14.35144,129.88238,,,
Agent,Papulankutja,Blackstone,"Papulanankutja Rd, Blackstone Community Via",Alice Springs,WA,872,-25.99764,128.28344,,,
Agent,Papunya,Warumpi,"Lot 224, Papunya Via",Alice Springs,NT,872,-23.20471,131.91330,,,
Agent,Paraburdoo,,1 Ashburton Avenue,Paraburdoo,WA,6754,-23.19950,117.66480,,,
Agent,Parnngurr,Cotton Creek,Parngurr Cotton Creek Community,Newman,WA,6753,-22.81598,122.60040,,,
Agent,Peak Hill,,88 Caswell St,Peak Hill,NSW,2869,-32.72731,148.18832,,,
Agent,Peppimenarti,,Lot 26 Peppimenarti Community,Winnellie,NT,820,-14.15293,130.07886,,,
Agent,Peterborough,,209 Main Street,Peterborough,SA,5422,-32.97329,138.83796,,,
Agent,Picton,,62-64 Menangle Street,Picton,NSW,2571,-34.16900,150.61200,,,
Agent,Pipalyatjara,,"Lot 221a, Pipalyatjara Community Via",Alice Springs,SA,872,-26.16216,129.17080,,,
Agent,Pirlangimpi,(pularumpi),Pularumpi,Bathurst Island,NT,822,-11.40571,130.41904,,,
Agent,Point Pearce,Maitland,65 Parrys Terrace,Point Pearce,SA,5573,-34.41519,137.50324,,,
Agent,Pormpuraaw,Edward River,Lot 105 Korka Street,Pormpuraaw,QLD,4892,-14.89814,141.62348,,,
Agent,Port Broughton,,11 Bay Street,Port Broughton,SA,5522,-33.59990,137.93130,,,
Agent,Poruma Island,Coconut Island,Cnr Mimia & Olandi Streets,Coconut Island,QLD,4875,-10.05019,143.06509,,,
Agent,Pottsville Beach,,10b - 12a Elizabeth Street,Pottsville,NSW,2489,-28.39100,153.56380,,,
Agent,Punmu,,Punmu Community,Newman,WA,6753,-22.04453,123.12409,,,
Agent,Queenstown,,9-13 Driffield Street,Queenstown,TAS,7467,-42.08200,145.55990,,,
Agent,Quirindi,,Shop 5/6 4 Station Street,Quirindi,NSW,2343,-31.50551,150.68001,,,
Agent,Ramingining,,Ramingining Road,Ramingining,NT,822,-12.33115,134.92753,,,
Agent,Robinson River,Mungoorbada,Mungoorbada Council Office,Robinson River,NT,852,-16.75793,136.98298,,,
Agent,Robinvale,,68-72 Herbert Street,Robinvale,VIC,3549,-34.58740,142.77465,,,
Agent,Roebourne,Ngurin,46 Roe Street,Roebourne,WA,6718,-20.77168,117.14414,,,
Agent,Rosebery,,12 Agnes Street,Rosebery,TAS,7470,-41.78050,145.54060,,,
Agent,Saibai Island,,Lot 26 Main Road,Saibai Island,QLD,4875,-9.38025,142.62418,,,
Agent,Scottsdale,,51 King Street,Scottsdale,TAS,7260,-41.15810,147.51690,,,
Agent,Seisia,,Tumema Street,Seisia,QLD,4876,-10.85617,142.36717,,,
Agent,Sheffield,,64 High Street,Sheffield,TAS,7306,-41.38240,146.32460,,,
Agent,Smithton,,134 Nelson Street,Smithton,TAS,7330,-40.84240,145.12330,,,
Agent,South West Rocks,,Ocean Drive,South West Rocks,NSW,2431,-30.89220,153.04410,,,
Agent,St Arnaud,,85 Napier Street,St Arnaud,VIC,3478,-36.61430,143.25720,,,
Agent,St George,,88-90 The Terrace,St George,QLD,4487,-28.03802,148.57693,,,
Agent,St Helens,,65 Cecilia Street,St Helens,TAS,7216,-41.32260,148.24410,,,
Agent,St Pauls,St Pauls Community,Lot 156 St Pauls Community,Moa Island,QLD,4875,-10.18381,142.33448,,,
Agent,Stradbroke Island,Dunwich,East Coast Road,North Stradbroke Island,QLD,4183,-27.49457,153.40425,,,
Agent,Streaky Bay,,21 Bay Road,Streaky Bay,SA,5680,-32.79910,134.21250,,,
Agent,Surat,,Surat Council Library,Surat,QLD,4417,-27.15172,149.06920,,,
Agent,Tara,,49 Day Street,Tara,QLD,4421,-27.27650,150.46090,,,
Agent,Temora,,221-225 Hoskins Street,Temora,NSW,2666,-34.44620,147.53320,,,
Agent,Tenterfield,,279 Rouse Street,Tenterfield,NSW,2372,-29.04689,152.02023,,,
Agent,Texas,,40 High Street,Texas,QLD,4385,-28.85490,151.16700,,,
Agent,Thargomindah,,Dowling Street,Thargomindah,QLD,4492,-27.99849,143.82860,,,
Agent,Ti Tree,Anmatjere,"Spencer Street, Ti Tree Via",Alice Springs,NT,872,-22.12882,133.41512,,,
Agent,Timber Creek,Ngaringman,Ngaliwurru-Wuli Resource Centre,Timber Creek,NT,852,-15.64497,130.46763,,,
Agent,Tin Can Bay,,1 Buchanan Street,Tin Can Bay,QLD,4580,-25.90990,153.00580,,,
Agent,Titjikala,Tapatjatjaka,Lot 52 Titjikala Community,Alice Springs,NT,872,-24.67018,134.07434,,,
Agent,Tjuntjuntjara,,Tjuntunjara Community,Kalgoorlie,WA,6430,-29.34153,127.09671,,,
Agent,Tjuwanpa,,Tjuwanpa Outstation Resource Centre Via,Alice Springs,NT,872,-23.93559,132.63467,,,
Agent,Tom Price,,"Lot 2, Stadium Road",Tom Price,WA,6751,-22.69360,117.79270,,,
Agent,Toomelah - Boggabilla,Goondiwindi,Toomelah Aboriginal Community,Boggabilla,NSW,2409,-28.67020,150.47920,,,
Agent,Triabunna,,17 Vicary Street,Triabunna,TAS,7190,-42.50450,147.91540,,,
Agent,Tully,,54 Bryant St,Tully,QLD,4854,-17.92960,145.92280,,,
Agent,Tumbarumba,,10 Bridge Street,Tumbarumba,NSW,2653,-35.77720,148.00990,,,
Agent,Ulong,,70 Pine Avenue,Ulong,NSW,2450,-30.24120,152.88640,,,
Agent,Umagico,,Charlie Street,Umagico,QLD,4876,-10.89278,142.35315,,,
Agent,Umbakumba,,Mamarika Street,Umbakumba,NT,822,-13.85786,136.81193,,,
Agent,Urapuntja,"Utopia, Arlparra","Lot 20, Urapuntja Office, Arlparra Cmty Via",Alice Springs,NT,872,-22.08934,134.77517,,,
Agent,Wagin,,46-48 Tudhoe Street,Wagin,WA,6315,-33.30896,117.34327,,,
Agent,Waikerie,,1 Crush Terrace,Waikerie,SA,5330,-34.18090,139.98670,,,
Agent,Walcha,,Oxley Highway,Walcha,NSW,2354,-30.98260,151.59280,,,
Agent,Wallace Rockhole,(ulana),"Lot 69, Wallace Rockhole Community Via",Alice Springs,NT,872,-24.12495,133.08492,,,
Agent,Wallaga Lake,,13 Umbarra Road,Wallaga Lake,NSW,2546,-36.35410,150.06900,,,
Agent,Wanarn,,"Lot 26, Wanarn Community Via",Alice Springs,WA,872,-25.28344,127.54240,,,
Agent,Wangkatjungka,Christmas Creek,Great Northern Hwy,Fitzroy Crossing,WA,6765,-18.87999,125.92489,,,
Agent,Warakurna,,"Lot 7, Warakurna Community Via",Alice Springs,WA,872,-25.00018,128.28656,,,
Agent,Warburton,,"Lot 76 Fourth St, Warburton Community Via",Alice Springs,WA,872,-26.13383,126.57855,,,
Agent,Warialda,,41 Hope Street,Warialda,NSW,2402,-29.54050,150.57400,,,
Agent,Warmun,Turkey Creek,Warmun Community,Kununurra,WA,6743,-17.02844,128.21326,,,
Agent,Warraber Island,,Lot 52 Ganaia Street,Warraber Island,QLD,4875,-10.20611,142.82465,,,
Agent,Warracknabeal,,63-65 Scott Street,Warracknabeal,VIC,3393,-36.25505,142.39620,,,
Agent,Warren,,4 Burton Street,Warren,NSW,2824,-31.70040,147.83420,,,
Agent,Warruwi,Goulburn Island,Warruwi Community,Goulburn Island,NT,822,-11.64910,133.38960,,,
Agent,Wedderburn,,24 Wilson Street,Wedderburn,VIC,3518,-36.41880,143.61240,,,
Agent,Wee Waa,,77b Rose Street,Wee Waa,NSW,2388,-30.22283,149.44049,,,
Agent,Wellington,,27 Swift Street,Wellington,NSW,2820,-32.55630,148.94670,,,
Agent,Welshpool,,14 Main Street,Welshpool,VIC,3966,-38.66510,146.43430,,,
Agent,Werris Creek,,59 Single Street,Werris Creek,NSW,2341,-31.35006,150.64757,,,
Agent,West Wyalong,,147 Main St,West Wyalong,NSW,2671,-33.92349,147.20520,,,
Agent,Wilcannia,,35 Reid Street,Wilcannia,NSW,2836,-31.55912,143.37945,,,
Agent,Willowra,Wirliyatjarrayi,"Lot 36, Willowra Community Via",Alice Springs,NT,872,-21.24688,132.61166,,,
Agent,Wiluna,Ngurra Yuldoo,41 Wotton Street,Wiluna,WA,6646,-26.59688,120.22560,,,
Agent,Wingellina,Irrunytju,"Lot 61, Irrunytju Rd, Wingellina Via",Alice Springs,WA,872,-26.06747,128.93190,,,
Agent,Winton,,75 Elderslie St,Winton,QLD,4735,-22.38750,143.04310,,,
Agent,Wirrimanu,Balgo,Off Tanami Road,Halls Creek,WA,6770,-20.14251,127.98303,,,
Agent,Woodycupaldiya,,Aboriginal Corporation Wudicupildiyerr,Winnellie,NT,820,-13.85910,130.00096,,,
Agent,Woolgoolga,,Cnr Beach & Boundary Street,Woolgoolga,NSW,2456,-30.11310,153.19390,,,
Agent,Woorabinda,,113 Munns Drive,Woorabinda,QLD,4713,-24.13384,149.46066,,,
Agent,Wreck Bay,,Wreck Bay Village,Jervis Bay,ACT,2540,-35.16593,150.69155,,,
Agent,Wugularr,Beswick,30 Balanda Street,Beswick,NT,852,-14.55616,133.11565,,,
Agent,Wujal Wujal,,Hartwig Street,Wujal Wujal,QLD,4895,-15.94576,145.32048,,,
Agent,Wyndham,Ngnowar Aerwahs,Lot 471 Great Northern Hwy,Wyndham,WA,6740,-15.48356,128.11770,,,
Agent,Yakanarra,,Yakanarra,Fitzroy Crossing,WA,6765,-18.67137,125.29987,,,
Agent,Yalata,,Anangu Services Building,Yalata,SA,5690,-31.47932,131.84533,,,
Agent,Yalgoo,,24 Gibbons Street,Yalgoo,WA,6635,-28.33980,116.67890,,,
Agent,Yam Island,Iama Island,Lot 1 Church Road,Yam Island,QLD,4875,-9.89858,142.77064,,,
Agent,Yandeyarra,Mugarinya,Mugarinya Community,South Hedland,WA,6722,-21.28398,118.40342,,,
Agent,Yarrabah Back Beach,,10 Lot 207 Back Beach Road,Yarrabah,QLD,4871,-16.90947,145.86994,,,
Agent,Yarralin,Walangeri Ngumpinku,Lot 44,Yarralin,NT,852,-16.44765,130.88075,,,
Agent,Yarram,,292 Commercial Road,Yarram,VIC,3971,-38.56210,146.67410,,,
Agent,Yarrawonga,,1 Hargrave Court,Yarrawonga,VIC,3730,-36.00990,146.00490,,,
Agent,Yirrkala,,86 Galpu Rd,Yirrkala,NT,880,-12.25279,136.89168,,,
Agent,Yorke Island,,Cnr Barneys & Dan Streets,Yorke Island,QLD,4875,-9.75288,143.40565,,,
Agent,Yorketown,,33 Stansbury Road,Yorketown,SA,5576,-35.01520,137.61800,,,
Agent,Yuelamu,,"Lot 1, Yuelamu Community Via",Alice Springs,NT,872,-22.25771,132.20570,,,
Agent,Yungngora,Nookenbah,Great Northern Highway,Fitzroy Crossing,WA,6765,-18.19942,125.56858,,,
Agent,Zeehan,,Belstead St,Zeehan,TAS,7469,-41.88130,145.34000,,,
